Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Marcin Bułka,pl POL,GK,23.0,34,3060.0,90.0,100.0,34.0,34,90.0,34,0,0.0,0,1.62,40.0,29.0,11.0,0.32,0.0,49.9,35.5,14.4,0.42,0.0,Matches
Dante,br BRA,DF,39.0,32,2843.0,89.0,92.9,31.6,32,89.0,31,0,0.0,0,1.69,37.0,25.0,12.0,0.38,0.79,48.0,31.9,16.1,0.51,1.2,Matches
Melvin Bard,fr FRA,DF,22.0,32,2654.0,83.0,86.7,29.5,31,85.0,22,1,31.0,0,1.59,33.0,22.0,11.0,0.37,0.37,43.4,30.4,13.0,0.44,0.14,Matches
Jean-Clair Todibo,fr FRA,DF,23.0,30,2651.0,88.0,86.6,29.5,30,88.0,27,0,0.0,0,1.6,34.0,26.0,8.0,0.27,-0.39,42.5,30.7,11.8,0.4,-0.17,Matches
Khéphren Thuram,fr FRA,MF,22.0,27,2108.0,78.0,68.9,23.4,25,83.0,16,2,22.0,0,1.59,27.0,18.0,9.0,0.38,0.2,32.5,25.0,7.5,0.32,-0.34,Matches
Jeremie Boga,ci CIV,FW,26.0,28,1998.0,71.0,65.3,22.2,24,79.0,7,4,23.0,0,1.75,28.0,19.0,9.0,0.41,0.24,32.6,22.3,10.3,0.46,0.12,Matches
Morgan Sanson,fr FRA,MF,28.0,29,1964.0,68.0,64.2,21.8,24,76.0,6,5,30.0,1,1.79,24.0,16.0,8.0,0.37,0.12,30.3,19.0,11.3,0.52,0.26,Matches
Terem Moffi,ng NGA,FW,24.0,30,1949.0,65.0,63.7,21.7,23,77.0,5,7,24.0,0,1.7,27.0,15.0,12.0,0.55,0.64,31.2,21.2,10.0,0.46,0.11,Matches
Gaëtan Laborde,fr FRA,"FW,MF",29.0,34,1906.0,56.0,62.3,21.2,22,74.0,3,12,23.0,0,1.62,22.0,18.0,4.0,0.19,-0.36,29.6,21.4,8.2,0.39,-0.1,Matches
Pablo Rosario,nl NED,"MF,DF",26.0,30,2009.0,67.0,65.7,22.3,21,86.0,16,9,23.0,2,1.67,30.0,23.0,7.0,0.31,-0.03,33.5,25.7,7.8,0.35,-0.21,Matches
Jordan Lotomba,ch SUI,DF,24.0,28,1804.0,64.0,59.0,20.0,21,78.0,9,7,23.0,3,1.54,24.0,22.0,2.0,0.1,-0.55,27.9,23.4,4.5,0.22,-0.49,Matches
Youssouf Ndayishimiye,bi BDI,"MF,DF",24.0,23,1712.0,74.0,55.9,19.0,20,83.0,15,3,15.0,3,1.83,20.0,15.0,5.0,0.26,-0.14,27.6,17.1,10.5,0.55,0.29,Matches
