D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-20,18:30,Serie A,Matchweek 1,Sun,Home,D,2,2,Salernitana,1.9,0.1,60,62050,Gianluca Mancini,3-1-4-2,Ermanno Feliciani,Match Report,0
2023-08-26,20:45,Serie A,Matchweek 2,Sat,Away,L,1,2,Hellas Verona,1.5,0.7,71,23147,Lorenzo Pellegrini,3-5-2,Daniele Doveri,Match Report,0
2023-09-01,20:45,Serie A,Matchweek 3,Fri,Home,L,1,2,Milan,0.7,1.5,44,61690,Gianluca Mancini,3-5-2,Antonio Rapuano,Match Report,0
2023-09-17,20:45,Serie A,Matchweek 4,Sun,Home,W,7,0,Empoli,2.4,0.2,53,61443,Gianluca Mancini,3-5-2,Juan Sacchi,Match Report,0
2023-09-21,19:45,Europa Lg,Group stage,Thu,Away,W,2,1,md Sheriff Tiraspol,0.9,0.8,66,10711,Gianluca Mancini,3-1-4-2,Andris Treimanis,Match Report,0
2023-09-24,20:45,Serie A,Matchweek 5,Sun,Away,D,1,1,Torino,1.4,0.9,59,23299,Gianluca Mancini,3-4-3,Marco Guida,Match Report,0
2023-09-28,20:45,Serie A,Matchweek 6,Thu,Away,L,1,4,Genoa,1.4,1.1,71,32961,Lorenzo Pellegrini,3-4-3,Daniele Orsato,Match Report,0
2023-10-01,20:45,Serie A,Matchweek 7,Sun,Home,W,2,0,Frosinone,0.6,0.9,50,62638,Lorenzo Pellegrini,3-4-3,Matteo Marchetti,Match Report,0
2023-10-05,21:00,Europa Lg,Group stage,Thu,Home,W,4,0,ch Servette FC,2.3,0.3,55,55764,Gianluca Mancini,3-5-2,Igor Pajač,Match Report,0
2023-10-08,18:00,Serie A,Matchweek 8,Sun,Away,W,4,1,Cagliari,2.6,1.7,43,16307,Gianluca Mancini,3-5-2,Simone Sozza,Match Report,0
2023-10-22,12:30,Serie A,Matchweek 9,Sun,Home,W,1,0,Monza,1.7,0.4,52,62022,Gianluca Mancini,3-5-2,Giovanni Ayroldi,Match Report,0
2023-10-26,21:00,Europa Lg,Group stage,Thu,Home,W,2,0,cz Slavia Prague,0.9,0.4,46,64934,Gianluca Mancini,3-4-3,Espen Andreas Eskås,Match Report,0
2023-10-29,18:00,Serie A,Matchweek 10,Sun,Away,L,0,1,Inter,0.1,2.2,37,75573,Gianluca Mancini,3-5-2,Fabio Maresca,Match Report,0
2023-11-05,18:00,Serie A,Matchweek 11,Sun,Home,W,2,1,Lecce,2.0,0.8,60,64790,Gianluca Mancini,3-4-3,Andrea Colombo,Match Report,0
2023-11-09,18:45,Europa Lg,Group stage,Thu,Away,L,0,2,cz Slavia Prague,0.5,2.1,52,19265,Gianluca Mancini,3-5-2,François Letexier,Match Report,0
2023-11-12,18:00,Serie A,Matchweek 12,Sun,Away,D,0,0,Lazio,0.4,0.4,51,63000,Gianluca Mancini,3-5-1-1,Davide Massa,Match Report,0
2023-11-26,18:00,Serie A,Matchweek 13,Sun,Home,W,3,1,Udinese,1.4,0.5,64,61015,Lorenzo Pellegrini,3-5-2,Luca Massimi,Match Report,0
2023-11-30,21:00,Europa Lg,Group stage,Thu,Away,D,1,1,ch Servette FC,1.3,0.8,60,28534,Bryan Cristante,3-5-2,Daniel Stefański,Match Report,0
2023-12-03,18:00,Serie A,Matchweek 14,Sun,Away,W,2,1,Sassuolo,2.3,0.8,66,19113,Gianluca Mancini,3-5-2,Matteo Marcenaro,Match Report,0
2023-12-10,20:45,Serie A,Matchweek 15,Sun,Home,D,1,1,Fiorentina,0.7,1.5,35,60932,Lorenzo Pellegrini,3-5-2,Antonio Rapuano,Match Report,0
2023-12-14,18:45,Europa Lg,Group stage,Thu,Home,W,3,0,md Sheriff Tiraspol,3.0,0.4,60,47803,Bryan Cristante,3-5-2,Jérôme Brisard,Match Report,0
2023-12-17,18:00,Serie A,Matchweek 16,Sun,Away,L,0,2,Bologna,0.6,0.5,45,25579,Lorenzo Pellegrini,3-5-2,Marco Guida,Match Report,0
2023-12-23,20:45,Serie A,Matchweek 17,Sat,Home,W,2,0,Napoli,1.9,0.7,41,62141,Gianluca Mancini,3-5-2,Andrea Colombo,Match Report,0
2023-12-30,20:45,Serie A,Matchweek 18,Sat,Away,L,0,1,Juventus,0.5,1.1,57,41503,Gianluca Mancini,3-5-2,Simone Sozza,Match Report,0
2024-01-03,21:00,Coppa Italia,Round of 16,Wed,Home,W,2,1,Cremonese,0.0,0.0,57,61975,Lorenzo Pellegrini,3-5-2,Luca Pairetto,Match Report,0
2024-01-07,20:45,Serie A,Matchweek 19,Sun,Home,D,1,1,Atalanta,2.1,0.7,56,60022,Lorenzo Pellegrini,3-5-2,Gianluca Aureliano,Match Report,0
2024-01-10,18:00,Coppa Italia,Quarter-finals,Wed,Away,L,0,1,Lazio,0.0,0.0,57,55000,Gianluca Mancini,3-5-2,Daniele Orsato,Match Report,0
2024-01-14,20:45,Serie A,Matchweek 20,Sun,Away,L,1,3,Milan,1.4,1.5,52,74198,Gianluca Mancini,3-5-2,Marco Guida,Match Report,0
