D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-19,20:45,Serie A,Matchweek 1,Sat,Home,W,2,0,Monza,2.7,0.8,47,72509,Lautaro Martínez,3-5-2,Andrea Colombo,Match Report,0
2023-08-28,20:45,Serie A,Matchweek 2,Mon,Away,W,2,0,Cagliari,0.9,0.6,67,16412,Lautaro Martínez,3-5-2,Michael Fabbri,Match Report,0
2023-09-03,18:30,Serie A,Matchweek 3,Sun,Home,W,4,0,Fiorentina,3.7,0.4,40,72739,Lautaro Martínez,3-5-2,Matteo Marchetti,Match Report,0
2023-09-16,18:00,Serie A,Matchweek 4,Sat,Home,W,5,1,Milan,2.6,1.1,41,75571,Lautaro Martínez,3-5-2,Simone Sozza,Match Report,0
2023-09-20,21:00,Champions Lg,Group stage,Wed,Away,D,1,1,es Real Sociedad,0.5,1.3,56,36591,Lautaro Martínez,3-5-2,Michael Oliver,Match Report,0
2023-09-24,12:30,Serie A,Matchweek 5,Sun,Away,W,1,0,Empoli,1.6,0.3,61,15651,Lautaro Martínez,3-5-2,Matteo Marcenaro,Match Report,0
2023-09-27,20:45,Serie A,Matchweek 6,Wed,Home,L,1,2,Sassuolo,0.9,1.0,63,70864,Lautaro Martínez,3-5-2,Luca Massimi,Match Report,0
2023-09-30,20:45,Serie A,Matchweek 7,Sat,Away,W,4,0,Salernitana,2.3,0.6,64,28085,Nicolò Barella,3-5-2,Rosario Abisso,Match Report,0
2023-10-03,21:00,Champions Lg,Group stage,Tue,Home,W,1,0,pt Benfica,3.8,0.3,47,66573,Lautaro Martínez,3-5-2,Danny Makkelie,Match Report,0
2023-10-07,15:00,Serie A,Matchweek 8,Sat,Home,D,2,2,Bologna,0.7,1.3,63,74072,Lautaro Martínez,3-5-2,Marco Guida,Match Report,0
2023-10-21,18:00,Serie A,Matchweek 9,Sat,Away,W,3,0,Torino,2.5,0.4,53,26193,Lautaro Martínez,3-5-2,Matteo Marchetti,Match Report,0
2023-10-24,18:45,Champions Lg,Group stage,Tue,Home,W,2,1,at RB Salzburg,2.3,0.5,55,71825,Lautaro Martínez,3-5-2,François Letexier,Match Report,0
2023-10-29,18:00,Serie A,Matchweek 10,Sun,Home,W,1,0,Roma,2.2,0.1,63,75573,Lautaro Martínez,3-5-2,Fabio Maresca,Match Report,0
2023-11-04,18:00,Serie A,Matchweek 11,Sat,Away,W,2,1,Atalanta,1.3,1.0,46,14945,Lautaro Martínez,3-5-2,Simone Sozza,Match Report,0
2023-11-08,21:00,Champions Lg,Group stage,Wed,Away,W,1,0,at RB Salzburg,2.0,0.8,50,30071,Alessandro Bastoni,3-5-2,Serdar Gözübüyük,Match Report,0
2023-11-12,20:45,Serie A,Matchweek 12,Sun,Home,W,2,0,Frosinone,3.1,0.7,47,70816,Lautaro Martínez,3-5-2,Federico Dionisi,Match Report,0
2023-11-26,20:45,Serie A,Matchweek 13,Sun,Away,D,1,1,Juventus,0.9,0.4,65,41507,Lautaro Martínez,3-5-2,Marco Guida,Match Report,0
2023-11-29,20:00,Champions Lg,Group stage,Wed,Away,D,3,3,pt Benfica,3.0,1.6,59,52944,Stefan de Vrij,3-1-4-2,Andris Treimanis,Match Report,0
2023-12-03,20:45,Serie A,Matchweek 14,Sun,Away,W,3,0,Napoli,2.7,0.6,43,55000,Lautaro Martínez,3-5-2,Davide Massa,Match Report,0
