D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-11,19:30,La Liga,Matchweek 1,Fri,Home,L,0,2,Rayo Vallecano,1.4,2.1,60,14837,Lucas Robertone,4-2-3-1,Javier Alberola,Match Report,0.0
2023-08-19,19:30,La Liga,Matchweek 2,Sat,Home,L,1,3,Real Madrid,1.3,2.0,43,17561,Lucas Robertone,4-2-3-1,José Sánchez,Match Report,0.0
2023-08-26,19:00,La Liga,Matchweek 3,Sat,Away,D,1,1,Cádiz,0.3,1.6,48,18653,Juan Brandáriz,4-2-3-1,Víctor García,Match Report,0.0
2023-09-01,22:00,La Liga,Matchweek 4,Fri,Home,L,2,3,Celta Vigo,3.0,1.5,63,14196,Lucas Robertone,4-2-3-1,Ricardo de Burgos,Match Report,0.0
2023-09-17,16:15,La Liga,Matchweek 5,Sun,Away,L,1,2,Villarreal,1.5,0.9,38,18467,Lucas Robertone,4-2-3-1,Francisco Hernández,Match Report,0.0
2023-09-23,21:00,La Liga,Matchweek 6,Sat,Home,D,2,2,Valencia,2.6,0.8,61,14266,Lucas Robertone,4-2-3-1,Mateo Busquets,Match Report,0.0
2023-09-26,19:00,La Liga,Matchweek 7,Tue,Away,L,1,5,Sevilla,1.8,2.2,54,35729,Gonzalo Melero,4-4-2,Guillermo Cuadra,Match Report,0.0
2023-10-01,14:00,La Liga,Matchweek 8,Sun,Home,D,3,3,Granada,2.9,2.9,49,14264,Gonzalo Melero,4-3-3,Pablo González,Match Report,0.0
2023-10-06,21:00,La Liga,Matchweek 9,Fri,Away,L,0,3,Athletic Club,0.1,1.9,41,43677,Adri Embarba,4-4-2,Víctor García,Match Report,0.0
2023-10-22,16:15,La Liga,Matchweek 10,Sun,Away,L,2,5,Girona,1.0,1.9,34,12884,Lucas Robertone,4-2-3-1,Miguel Ángel Ortiz Arias,Match Report,0.0
2023-10-28,14:00,La Liga,Matchweek 11,Sat,Home,L,1,2,Las Palmas,0.3,0.9,41,12132,Lucas Robertone,4-2-3-1,Francisco Hernández,Match Report,0.0
2023-10-31,21:00,Copa del Rey,First round,Tue,Away,W,2,0,CF Talavera de la Reina,0.0,0.0,48,3118,Gonzalo Melero,4-2-3-1,Mateo Busquets,Match Report,0.0
2023-11-05,14:00,La Liga,Matchweek 12,Sun,Away,L,0,1,Alavés,0.5,2.4,44,16380,Lucas Robertone,4-2-3-1,Juan Pulido,Match Report,0.0
2023-11-11,16:15,La Liga,Matchweek 13,Sat,Home,L,1,3,Real Sociedad,0.4,2.4,47,13016,Lucas Robertone,4-2-3-1,Isidro Díaz de Mera,Match Report,0.0
2023-11-25,18:30,La Liga,Matchweek 14,Sat,Away,L,1,2,Getafe,1.8,1.2,47,10906,Lucas Robertone,4-2-3-1,Alejandro Hernández,Match Report,0.0
2023-12-03,16:15,La Liga,Matchweek 15,Sun,Home,D,0,0,Betis,2.4,0.5,62,14253,Lucas Robertone,4-2-3-1,Alejandro Muñíz,Match Report,0.0
2023-12-06,12:00,Copa del Rey,Second round,Wed,Away,L,0,1,Barbastro,0.0,0.0,73,3000,Juan Brandáriz,4-4-2,Víctor García,Match Report,0.0
2023-12-10,14:00,La Liga,Matchweek 16,Sun,Away,L,1,2,Atlético Madrid,1.3,2.2,43,55473,Lucas Robertone,3-4-1-2,Ricardo de Burgos,Match Report,0.0
2023-12-17,14:00,La Liga,Matchweek 17,Sun,Home,D,0,0,Mallorca,0.3,1.9,53,11936,Lucas Robertone,3-4-3,Pablo González,Match Report,0.0
2023-12-20,19:00,La Liga,Matchweek 18,Wed,Away,L,2,3,Barcelona,1.6,3.4,35,34471,Juan Brandáriz,5-3-2,Guillermo Cuadra,Match Report,0.0
2024-01-04,17:00,La Liga,Matchweek 19,Thu,Away,L,0,1,Osasuna,0.2,1.3,48,20391,Lucas Robertone,4-2-3-1,César Soto,Match Report,0.0
2024-01-14,14:00,La Liga,Matchweek 20,Sun,Home,D,0,0,Girona,1.7,0.3,46,12111,Lucas Robertone,4-1-4-1,Mateo Busquets,Match Report,0.0
2024-01-21,16:15,La Liga,Matchweek 21,Sun,Away,L,2,3,Real Madrid,0.9,2.2,27,72044,Lucas Robertone,5-4-1,Francisco Hernández,Match Report,0.0
2024-01-26,21:00,La Liga,Matchweek 22,Fri,Home,L,0,3,Alavés,1.4,1.8,64,13817,Lucas Robertone,4-2-3-1,Miguel Ángel Ortiz Arias,Match Report,0.0
2024-02-03,14:00,La Liga,Matchweek 23,Sat,Away,L,1,2,Valencia,1.9,1.4,52,42877,Gonzalo Melero,4-2-3-1,Alejandro Muñíz,Match Report,0.0
2024-02-12,21:00,La Liga,Matchweek 24,Mon,Home,D,0,0,Athletic Club,0.9,0.7,39,12863,Lucas Robertone,4-2-3-1,Víctor García,Match Report,0.0
2024-02-18,16:15,La Liga,Matchweek 25,Sun,Away,D,1,1,Granada,1.4,2.0,42,18756,Lucas Robertone,4-2-3-1,Jesús Gil,Match Report,0.0
2024-02-24,21:00,La Liga,Matchweek 26,Sat,Home,D,2,2,Atlético Madrid,0.5,1.5,40,14472,Lucas Robertone,4-2-3-1,Javier Alberola,Match Report,0.0
2024-03-01,21:00,La Liga,Matchweek 27,Fri,Away,L,0,1,Celta Vigo,0.1,1.5,34,18005,Lucas Robertone,4-2-3-1,José Sánchez,Match Report,0.0
2024-03-11,21:00,La Liga,Matchweek 28,Mon,Home,D,2,2,Sevilla,2.0,2.4,44,13095,Adri Embarba,4-2-3-1,Ricardo de Burgos,Match Report,0.0
2024-03-17,15:15,La Liga,Matchweek 29,Sun,Away,W,1,0,Las Palmas,0.8,0.9,35,22865,Lucas Robertone,4-2-3-1,Víctor García,Match Report,0.0
2024-03-30,16:15,La Liga,Matchweek 30,Sat,Home,L,0,3,Osasuna,0.8,1.0,51,10565,Lucas Robertone,4-3-3,Pablo González,Match Report,0.0
2024-04-14,21:00,La Liga,Matchweek 31,Sun,Away,D,2,2,Real Sociedad,1.6,1.5,50,26520,Lucas Robertone,4-2-3-1,Isidro Díaz de Mera,Match Report,0.0
2024-04-21,16:15,La Liga,Matchweek 32,Sun,Home,L,1,2,Villarreal,1.8,1.6,57,10601,Lucas Robertone,4-2-3-1,Miguel Ángel Ortiz Arias,Match Report,0.0
2024-04-27,16:15,La Liga,Matchweek 33,Sat,Home,L,1,3,Getafe,2.4,1.7,56,7874,Lucas Robertone,4-2-3-1,Guillermo Cuadra,Match Report,0.0
2024-05-05,21:00,La Liga,Matchweek 34,Sun,Away,W,1,0,Rayo Vallecano,0.4,1.4,32,10864,Adri Embarba,4-2-3-1,Francisco Hernández,Match Report,0.0
2024-05-12,21:00,La Liga,Matchweek 35,Sun,Away,L,2,3,Betis,1.2,0.8,52,48622,Lucas Robertone,4-3-3,Alejandro Muñíz,Match Report,0.0
2024-05-16,21:30,La Liga,Matchweek 36,Thu,Home,L,0,2,Barcelona,0.9,1.6,36,15543,Lucas Robertone,4-2-3-1,Javier Alberola,Match Report,0.0
2024-05-19,19:00,La Liga,Matchweek 37,Sun,Away,D,2,2,Mallorca,0.4,3.0,48,20573,Fernando,4-2-3-1,Ricardo de Burgos,Match Report,0.0
2024-05-25,18:30,La Liga,Matchweek 38,Sat,Home,W,6,1,Cádiz,2.9,0.5,46,7558,Fernando,4-2-3-1,Mateo Busquets,Match Report,0.0
