Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Walace,br BRA,MF,28.0,36.0,1146,1437,79.7,21020,7147,480,555,86.5,523,604,86.6,125,226,55.3,0,1.1,0.8,-1.1,21,143,7,1,127,Matches
Nehuén Pérez,ar ARG,DF,23.0,36.0,1267,1599,79.2,24513,9872,481,540,89.1,617,713,86.5,155,303,51.2,0,0.2,0.4,-0.2,7,114,8,3,119,Matches
Lorenzo Lucca,it ITA,FW,22.0,28.8,271,454,59.7,3830,448,139,220,63.2,93,149,62.4,15,21,71.4,4,1.6,0.6,2.4,20,14,5,0,18,Matches
Lazar Samardzic,rs SRB,MF,21.0,26.4,733,987,74.3,13441,4485,341,392,87.0,246,316,77.8,122,221,55.2,2,5.5,5.0,-3.5,62,86,15,4,83,Matches
Hassane Kamara,ci CIV,DF,29.0,24.7,600,818,73.3,9975,4049,293,337,86.9,239,311,76.8,52,114,45.6,1,2.8,1.8,-1.8,21,42,25,17,81,Matches
Thomas Kristensen,dk DEN,DF,21.0,23.3,662,863,76.7,12745,5457,262,307,85.3,316,399,79.2,77,132,58.3,1,0.4,0.2,0.6,4,33,2,0,47,Matches
Jaka Bijol,si SVN,DF,24.0,23.2,645,822,78.5,13456,5996,198,231,85.7,342,396,86.4,99,176,56.3,0,0.2,0.5,-0.2,3,40,2,0,42,Matches
Roberto Pereyra,ar ARG,"FW,MF",32.0,20.6,472,598,78.9,7424,2531,252,287,87.8,172,210,81.9,33,49,67.3,3,1.9,2.0,1.1,25,49,21,6,70,Matches
Sandi Lovrić,si SVN,MF,25.0,22.1,543,718,75.6,9199,2859,265,309,85.8,189,232,81.5,61,120,50.8,3,3.3,3.0,-0.3,43,65,12,7,80,Matches
Maduka Okoye,ng NGA,GK,23.0,21.0,275,451,61.0,9258,7764,68,68,100.0,90,90,100.0,116,285,40.7,0,0.0,0.0,0.0,0,10,0,0,0,Matches
Martín Payero,ar ARG,MF,24.0,20.0,413,547,75.5,6151,1792,228,267,85.4,144,191,75.4,26,53,49.1,2,1.1,0.9,0.9,14,52,6,3,71,Matches
Festy Ebosele,ie IRL,DF,20.0,18.9,278,419,66.3,4631,1636,140,182,76.9,98,149,65.8,27,51,52.9,0,1.8,1.5,-1.8,15,22,11,5,35,Matches
Florian Thauvin,fr FRA,FW,30.0,19.0,385,548,70.3,6704,2190,189,231,81.8,131,179,73.2,49,91,53.8,3,4.2,4.1,-1.2,38,41,39,16,69,Matches
João Ferreira,pt POR,DF,22.0,20.2,649,858,75.6,12106,5431,282,325,86.8,263,326,80.7,88,158,55.7,1,0.9,0.9,0.1,13,60,11,6,61,Matches
Marco Silvestri,it ITA,GK,32.0,17.0,324,451,71.8,8621,6421,69,71,97.2,173,178,97.2,82,201,40.8,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Kingsley Ehizibue,nl NED,DF,28.0,10.6,175,257,68.1,2722,928,100,119,84.0,57,84,67.9,11,25,44.0,1,0.7,0.5,0.3,8,10,7,5,15,Matches
Jordan Zemura,zw ZIM,DF,23.0,11.5,242,346,69.9,3499,1539,154,178,86.5,69,109,63.3,11,33,33.3,0,0.4,0.3,-0.4,8,23,7,3,32,Matches
Christian Kabasele,be BEL,DF,32.0,9.6,257,314,81.8,4608,1602,100,113,88.5,127,147,86.4,21,36,58.3,1,0.5,0.0,0.5,2,22,0,0,22,Matches
Isaac Success,ng NGA,"FW,MF",27.0,9.8,130,204,63.7,1955,467,76,111,68.5,35,47,74.5,11,21,52.4,1,1.1,0.6,-0.1,11,16,4,0,17,Matches
Lautaro Gianetti,ar ARG,DF,29.0,7.0,263,300,87.7,5442,2072,73,80,91.3,151,164,92.1,36,48,75.0,0,0.1,0.1,-0.1,1,7,0,0,4,Matches
