D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-13,17:00,La Liga,Matchweek 1,Sun,Home,L,0,2,Osasuna,1.0,1.0,53,20269,Iago Aspas,4-4-2,Pablo González,Match Report,0.0
2023-08-19,17:00,La Liga,Matchweek 2,Sat,Away,D,1,1,Real Sociedad,1.0,0.7,47,30354,Iago Aspas,4-4-2,Miguel Ángel Ortiz Arias,Match Report,0.0
2023-08-25,21:30,La Liga,Matchweek 3,Fri,Home,L,0,1,Real Madrid,1.2,1.4,37,23057,Iago Aspas,5-3-2,Isidro Díaz de Mera,Match Report,0.0
2023-09-01,22:00,La Liga,Matchweek 4,Fri,Away,W,3,2,Almería,1.5,3.0,37,14196,Iago Aspas,5-4-1,Ricardo de Burgos,Match Report,0.0
2023-09-16,18:30,La Liga,Matchweek 5,Sat,Home,L,0,1,Mallorca,1.3,0.8,60,18693,Iago Aspas,3-4-3,José Luis Munuera,Match Report,0.0
2023-09-23,18:30,La Liga,Matchweek 6,Sat,Away,L,2,3,Barcelona,1.5,1.6,26,43272,Iago Aspas,5-3-2,Mario Melero,Match Report,0.0
2023-09-28,19:00,La Liga,Matchweek 7,Thu,Home,D,1,1,Alavés,0.6,2.6,46,16852,Iago Aspas,5-3-2,César Soto,Match Report,0.0
2023-10-02,20:00,La Liga,Matchweek 8,Mon,Away,L,1,2,Las Palmas,1.5,1.7,27,22472,Carl Starfelt,5-3-2,Javier Alberola,Match Report,0.0
2023-10-08,18:30,La Liga,Matchweek 9,Sun,Home,D,2,2,Getafe,3.1,0.7,74,17953,Iago Aspas,4-4-2,José Sánchez,Match Report,0.0
2023-10-21,21:00,La Liga,Matchweek 10,Sat,Home,L,0,3,Atlético Madrid,0.9,1.8,36,20282,Iago Aspas,4-3-3,Guillermo Cuadra,Match Report,0.0
2023-10-27,21:00,La Liga,Matchweek 11,Fri,Away,L,0,1,Girona,0.2,0.6,35,12671,Iago Aspas,4-4-2,Isidro Díaz de Mera,Match Report,0.0
2023-11-01,15:30,Copa del Rey,First round,Wed,Away,W,4,0,Turégano,0.0,0.0,75,2200,Iván Villar,4-4-2,Mario Melero,Match Report,0.0
2023-11-04,18:30,La Liga,Matchweek 12,Sat,Home,D,1,1,Sevilla,2.1,0.9,39,19023,Iago Aspas,4-4-2,Alejandro Hernández,Match Report,0.0
2023-11-10,21:00,La Liga,Matchweek 13,Fri,Away,L,3,4,Athletic Club,2.1,4.6,42,44435,Iago Aspas,4-4-2,Juan Pulido,Match Report,0.0
2023-11-25,16:15,La Liga,Matchweek 14,Sat,Away,D,0,0,Valencia,0.8,0.5,45,43375,Iago Aspas,4-4-2,César Soto,Match Report,0.0
2023-12-04,21:00,La Liga,Matchweek 15,Mon,Home,D,1,1,Cádiz,2.4,0.3,68,17302,Iago Aspas,4-4-2,Jesús Gil,Match Report,0.0
2023-12-07,21:00,Copa del Rey,Second round,Thu,Away,W,2,1,Sestao,0.0,0.0,48,3365,Kevin Vázquez,4-4-2,Pablo González,Match Report,0.0
2023-12-11,21:00,La Liga,Matchweek 16,Mon,Away,D,0,0,Rayo Vallecano,0.1,1.2,37,11796,Kevin Vázquez,4-4-2,Víctor García,Match Report,0.0
2023-12-16,14:00,La Liga,Matchweek 17,Sat,Home,W,1,0,Granada,1.4,0.5,39,18027,Iago Aspas,4-4-2,José Sánchez,Match Report,0.0
2023-12-20,21:30,La Liga,Matchweek 18,Wed,Away,L,2,3,Villarreal,1.3,2.4,51,14687,Kevin Vázquez,4-4-2,César Soto,Match Report,0.0
2024-01-03,19:15,La Liga,Matchweek 19,Wed,Home,W,2,1,Betis,2.7,1.4,40,21105,Iago Aspas,4-4-2,Miguel Ángel Ortiz Arias,Match Report,0.0
2024-01-07,12:00,Copa del Rey,Round of 32,Sun,Away,W,4,2,Amorebieta,0.0,0.0,55,1300,Kevin Vázquez,4-2-3-1,José Luis Munuera,Match Report,0.0
2024-01-13,16:15,La Liga,Matchweek 20,Sat,Away,D,1,1,Mallorca,0.6,1.8,43,21130,Iago Aspas,5-3-2,Víctor García,Match Report,0.0
2024-01-17,11:00,Copa del Rey,Round of 16,Wed,Away,W,3,1,Valencia,0.0,0.0,37,44456,Kevin Vázquez,4-2-3-1,Ricardo de Burgos,Match Report,0.0
2024-01-20,21:00,La Liga,Matchweek 21,Sat,Home,L,0,1,Real Sociedad,0.3,0.8,49,20901,Iago Aspas,4-4-2,Jorge Figueroa,Match Report,0.0
2024-01-23,21:30,Copa del Rey,Quarter-finals,Tue,Home,L,1,2,Real Sociedad,0.0,0.0,47,20903,Kevin Vázquez,4-2-3-1,César Soto,Match Report,0.0
2024-01-28,14:00,La Liga,Matchweek 22,Sun,Home,L,0,1,Girona,0.6,0.9,40,20684,Iago Aspas,3-4-3,Mario Melero,Match Report,0.0
2024-02-04,16:15,La Liga,Matchweek 23,Sun,Away,W,3,0,Osasuna,1.1,1.1,30,20030,Renato Tapia,3-4-3,Javier Alberola,Match Report,0.0
2024-02-11,14:00,La Liga,Matchweek 24,Sun,Away,L,2,3,Getafe,1.2,2.1,52,11502,Renato Tapia,3-4-3,Alejandro Hernández,Match Report,0.0
2024-02-17,18:30,La Liga,Matchweek 25,Sat,Home,L,1,2,Barcelona,0.8,1.5,34,23096,Iago Aspas,4-4-2,Juan Pulido,Match Report,0.0
2024-02-25,14:00,La Liga,Matchweek 26,Sun,Away,D,2,2,Cádiz,0.7,2.2,35,18123,Iago Aspas,4-4-2,Miguel Ángel Ortiz Arias,Match Report,0.0
2024-03-01,21:00,La Liga,Matchweek 27,Fri,Home,W,1,0,Almería,1.5,0.1,66,18005,Carl Starfelt,4-4-2,José Sánchez,Match Report,0.0
