D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-12,18:30,La Liga,Matchweek 1,Sat,Home,D,1,1,Mallorca,0.9,1.6,68,24100,Jonathan Viera,4-5-1,Víctor García,Match Report,0
2023-08-18,21:30,La Liga,Matchweek 2,Fri,Away,L,0,1,Valencia,0.5,1.5,61,41053,Jonathan Viera,4-3-3,Javier Villanueva,Match Report,0
2023-08-25,18:30,La Liga,Matchweek 3,Fri,Home,D,0,0,Real Sociedad,0.9,1.0,52,25335,Jonathan Viera,4-3-3,Guillermo Cuadra,Match Report,0
2023-09-03,14:00,La Liga,Matchweek 4,Sun,Away,L,0,1,Girona,1.1,1.0,54,11619,Jonathan Viera,4-2-3-1,Mateo Busquets,Match Report,0
2023-09-17,18:30,La Liga,Matchweek 5,Sun,Away,L,0,1,Sevilla,1.0,1.7,57,40578,Jonathan Viera,4-2-3-1,Juan Martínez,Match Report,0
2023-09-24,17:30,La Liga,Matchweek 6,Sun,Home,W,1,0,Granada,0.6,0.0,56,24848,Jonathan Viera,4-5-1,Ricardo de Burgos,Match Report,0
2023-09-27,19:00,La Liga,Matchweek 7,Wed,Away,L,0,2,Real Madrid,0.7,1.7,52,65017,Jonathan Viera,4-5-1,José Luis Munuera,Match Report,0
2023-10-02,20:00,La Liga,Matchweek 8,Mon,Home,W,2,1,Celta Vigo,1.7,1.5,73,22472,Kirian Rodríguez,4-5-1,Javier Alberola,Match Report,0
2023-10-08,14:00,La Liga,Matchweek 9,Sun,Away,W,2,1,Villarreal,1.1,1.0,51,16249,Kirian Rodríguez,4-5-1,Alejandro Muñíz,Match Report,0
2023-10-22,13:00,La Liga,Matchweek 10,Sun,Home,L,0,1,Rayo Vallecano,1.3,1.4,60,24548,Kirian Rodríguez,4-5-1,Javier Villanueva,Match Report,0
2023-10-28,14:00,La Liga,Matchweek 11,Sat,Away,W,2,1,Almería,0.9,0.3,59,12132,Kirian Rodríguez,4-5-1,Francisco Hernández,Match Report,0
2023-10-31,21:00,Copa del Rey,First round,Tue,Away,W,3,0,Manacor,0.0,0.0,78,2600,Omenuke Mfulu,4-2-3-1,Jorge Figueroa,Match Report,0
2023-11-03,20:00,La Liga,Matchweek 12,Fri,Home,W,2,1,Atlético Madrid,0.4,1.2,52,30080,Kirian Rodríguez,4-5-1,Mario Melero,Match Report,0
2023-11-11,18:30,La Liga,Matchweek 13,Sat,Away,D,1,1,Osasuna,0.4,1.0,54,20125,Kirian Rodríguez,4-1-4-1,Jorge Figueroa,Match Report,0
2023-11-26,21:00,La Liga,Matchweek 14,Sun,Away,L,0,1,Betis,0.6,1.4,61,48132,Kirian Rodríguez,4-1-4-1,Víctor García,Match Report,0
2023-12-01,20:00,La Liga,Matchweek 15,Fri,Home,W,2,0,Getafe,1.5,0.9,70,21912,Kirian Rodríguez,4-5-1,Mateo Busquets,Match Report,0
2023-12-06,21:00,Copa del Rey,Second round,Wed,Away,W,2,1,Tudelano,0.0,0.0,79,6000,Omenuke Mfulu,4-3-3,Juan Martínez,Match Report,Required Extra Time
2023-12-09,14:00,La Liga,Matchweek 16,Sat,Away,W,1,0,Alavés,0.4,1.9,59,15971,Kirian Rodríguez,4-5-1,José Luis Munuera,Match Report,0
2023-12-17,17:30,La Liga,Matchweek 17,Sun,Home,D,1,1,Cádiz,0.7,1.6,64,25275,Kirian Rodríguez,4-5-1,Alejandro Muñíz,Match Report,0
2023-12-20,21:30,La Liga,Matchweek 18,Wed,Away,L,0,1,Athletic Club,0.3,3.4,50,39471,Enzo Loiodice,4-5-1,Juan Martínez,Match Report,0
2024-01-04,20:30,La Liga,Matchweek 19,Thu,Home,L,1,2,Barcelona,0.7,2.4,44,31712,Kirian Rodríguez,4-3-3,Pablo González,Match Report,0
2024-01-07,21:00,Copa del Rey,Round of 32,Sun,Away,L,0,2,Tenerife,0.0,0.0,74,21427,Omenuke Mfulu,4-5-1,Ricardo de Burgos,Match Report,0
2024-01-13,13:00,La Liga,Matchweek 20,Sat,Home,W,3,0,Villarreal,0.8,2.0,54,24485,Kirian Rodríguez,4-3-3,Javier Villanueva,Match Report,0
2024-01-20,14:00,La Liga,Matchweek 21,Sat,Away,W,2,0,Rayo Vallecano,0.7,1.6,55,12477,Kirian Rodríguez,4-5-1,Mario Melero,Match Report,0
2024-01-27,15:15,La Liga,Matchweek 22,Sat,Home,L,1,2,Real Madrid,0.7,2.3,53,32037,Kirian Rodríguez,4-5-1,César Soto,Match Report,0
2024-02-03,16:15,La Liga,Matchweek 23,Sat,Away,D,1,1,Granada,1.0,0.1,77,17941,Kirian Rodríguez,4-5-1,Mateo Busquets,Match Report,0
2024-02-10,20:00,La Liga,Matchweek 24,Sat,Home,W,2,0,Valencia,1.3,0.5,72,25633,Kirian Rodríguez,4-5-1,Guillermo Cuadra,Match Report,0
2024-02-17,14:00,La Liga,Matchweek 25,Sat,Away,L,0,5,Atlético Madrid,0.7,3.5,64,61196,Kirian Rodríguez,4-5-1,Jorge Figueroa,Match Report,0
2024-02-25,17:30,La Liga,Matchweek 26,Sun,Home,D,1,1,Osasuna,0.7,0.7,71,25075,Kirian Rodríguez,4-5-1,José Luis Munuera,Match Report,0
