D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-20,20:45,Serie A,Matchweek 1,Sun,Away,L,1,2,Lecce,1.6,1.4,52,29081,Ciro Immobile,4-3-3,Federico Dionisi,Match Report,0
2023-08-27,20:45,Serie A,Matchweek 2,Sun,Home,L,0,1,Genoa,1.4,0.6,70,40000,Ciro Immobile,4-3-3,Livio Marinelli,Match Report,0
2023-09-02,20:45,Serie A,Matchweek 3,Sat,Away,W,2,1,Napoli,0.6,1.3,38,42000,Ciro Immobile,4-3-3,Andrea Colombo,Match Report,0
2023-09-16,15:00,Serie A,Matchweek 4,Sat,Away,L,1,3,Juventus,0.6,2.2,64,40652,Ciro Immobile,4-3-3,Fabio Maresca,Match Report,0
2023-09-19,21:00,Champions Lg,Group stage,Tue,Home,D,1,1,es Atlético Madrid,1.2,0.9,49,46168,Ciro Immobile,4-3-3,Slavko Vinčič,Match Report,0
2023-09-23,20:45,Serie A,Matchweek 5,Sat,Home,D,1,1,Monza,1.0,1.2,49,36000,Ciro Immobile,4-3-3,Rosario Abisso,Match Report,0
2023-09-27,20:45,Serie A,Matchweek 6,Wed,Home,W,2,0,Torino,0.9,0.3,51,35100,Ciro Immobile,4-3-3,Michael Fabbri,Match Report,0
2023-09-30,18:00,Serie A,Matchweek 7,Sat,Away,L,0,2,Milan,0.5,2.2,49,72035,Luis Alberto,4-3-3,Davide Massa,Match Report,0
2023-10-04,20:00,Champions Lg,Group stage,Wed,Away,W,2,1,sct Celtic,0.7,1.1,45,56063,Ciro Immobile,4-3-3,Donatas Rumšas,Match Report,0
2023-10-08,15:00,Serie A,Matchweek 8,Sun,Home,W,3,2,Atalanta,1.6,1.0,46,41000,Luis Alberto,4-3-3,Daniele Orsato,Match Report,0
2023-10-21,20:45,Serie A,Matchweek 9,Sat,Away,W,2,0,Sassuolo,2.3,0.5,49,15597,Luis Alberto,4-3-3,Marco Di Bello,Match Report,0
2023-10-25,18:45,Champions Lg,Group stage,Wed,Away,L,1,3,nl Feyenoord,2.3,2.1,54,44031,Ciro Immobile,4-3-3,Tobias Stieler,Match Report,0
2023-10-30,20:45,Serie A,Matchweek 10,Mon,Home,W,1,0,Fiorentina,1.9,0.4,48,35000,Luis Alberto,4-3-3,Matteo Marcenaro,Match Report,0
2023-11-03,20:45,Serie A,Matchweek 11,Fri,Away,L,0,1,Bologna,0.5,0.6,50,24178,Luis Alberto,4-3-3,Federico La Penna,Match Report,0
2023-11-07,21:00,Champions Lg,Group stage,Tue,Home,W,1,0,nl Feyenoord,1.1,1.4,36,36612,Ciro Immobile,4-3-3,Szymon Marciniak,Match Report,0
2023-11-12,18:00,Serie A,Matchweek 12,Sun,Home,D,0,0,Roma,0.4,0.4,49,63000,Ciro Immobile,4-3-3,Davide Massa,Match Report,0
2023-11-25,15:00,Serie A,Matchweek 13,Sat,Away,L,1,2,Salernitana,2.0,1.7,62,16700,Ciro Immobile,4-3-3,Alessandro Prontera,Match Report,0
2023-11-28,18:45,Champions Lg,Group stage,Tue,Home,W,2,0,sct Celtic,2.3,0.4,46,50555,Luis Alberto,4-3-3,Halil Umut Meler,Match Report,0
2023-12-02,18:00,Serie A,Matchweek 14,Sat,Home,W,1,0,Cagliari,2.0,0.6,60,37000,Ciro Immobile,4-3-3,Federico Dionisi,Match Report,0
2023-12-05,21:00,Coppa Italia,Round of 16,Tue,Home,W,1,0,Genoa,0.0,0.0,55,38012,Patric,4-3-3,Juan Sacchi,Match Report,0
2023-12-09,15:00,Serie A,Matchweek 15,Sat,Away,D,1,1,Hellas Verona,1.0,1.0,71,28311,Ciro Immobile,4-3-3,Giovanni Ayroldi,Match Report,0
2023-12-13,21:00,Champions Lg,Group stage,Wed,Away,L,0,2,es Atlético Madrid,0.9,1.3,43,63574,Ciro Immobile,4-3-3,Serdar Gözübüyük,Match Report,0
2023-12-17,20:45,Serie A,Matchweek 16,Sun,Home,L,0,2,Inter,1.5,1.6,48,59000,Ciro Immobile,4-3-3,Fabio Maresca,Match Report,0
2023-12-22,18:30,Serie A,Matchweek 17,Fri,Away,W,2,0,Empoli,2.3,0.8,46,8800,Ciro Immobile,4-3-3,Matteo Marchetti,Match Report,0
2023-12-29,20:45,Serie A,Matchweek 18,Fri,Home,W,3,1,Frosinone,1.5,1.1,54,40000,Adam Marušić,4-3-3,Ermanno Feliciani,Match Report,0
2024-01-07,15:00,Serie A,Matchweek 19,Sun,Away,W,2,1,Udinese,0.5,0.7,53,23033,Adam Marušić,4-3-3,Juan Sacchi,Match Report,0
2024-01-10,18:00,Coppa Italia,Quarter-finals,Wed,Home,W,1,0,Roma,0.0,0.0,43,55000,Danilo Cataldi,4-3-3,Daniele Orsato,Match Report,0
2024-01-14,12:30,Serie A,Matchweek 20,Sun,Home,W,1,0,Lecce,0.9,1.1,52,40000,Luis Alberto,4-3-3,Maria Sole Ferrieri Caputi,Match Report,0
2024-01-19,20:00,Supercoppa,Semi-finals,Fri,Away,L,0,3,Inter,0.0,0.0,39,20767,Ciro Immobile,4-3-3,Matteo Marchetti,Match Report,0
2024-01-28,18:00,Serie A,Matchweek 22,Sun,Home,D,0,0,Napoli,0.5,0.2,39,30000,Danilo Cataldi,4-3-3,Daniele Orsato,Match Report,0
2024-02-04,18:00,Serie A,Matchweek 23,Sun,Away,L,1,3,Atalanta,1.2,2.3,48,14492,Luis Alberto,4-3-3,Marco Guida,Match Report,0
2024-02-10,15:00,Serie A,Matchweek 24,Sat,Away,W,3,1,Cagliari,1.3,0.8,55,16155,Ciro Immobile,4-3-3,Marco Di Bello,Match Report,0
2024-02-14,21:00,Champions Lg,Round of 16,Wed,Home,W,1,0,de Bayern Munich,1.6,1.1,39,57470,Ciro Immobile,4-3-3,François Letexier,Match Report,Leg 1 of 2
2024-02-18,12:30,Serie A,Matchweek 25,Sun,Home,L,1,2,Bologna,1.1,1.4,44,37000,Ciro Immobile,4-3-3,Fabio Maresca,Match Report,0
2024-02-22,20:45,Serie A,Matchweek 21,Thu,Away,W,2,0,Torino,0.5,1.5,45,22742,Ciro Immobile,4-3-3,Federico La Penna,Match Report,0
2024-02-26,20:45,Serie A,Matchweek 26,Mon,Away,L,1,2,Fiorentina,0.3,2.5,46,25190,Ciro Immobile,4-3-3,Marco Guida,Match Report,0
2024-03-01,20:45,Serie A,Matchweek 27,Fri,Home,L,0,1,Milan,1.3,1.0,39,48000,Luis Alberto,4-3-3,Marco Di Bello,Match Report,0
2024-03-05,21:00,Champions Lg,Round of 16,Tue,Away,L,0,3,de Bayern Munich,0.4,3.5,40,75000,Ciro Immobile,4-3-3,Slavko Vinčič,Match Report,Leg 2 of 2; Bayern Munich won
2024-03-11,20:45,Serie A,Matchweek 28,Mon,Home,L,1,2,Udinese,2.2,1.2,68,34000,Ciro Immobile,4-3-3,Gianluca Aureliano,Match Report,0
2024-03-16,20:45,Serie A,Matchweek 29,Sat,Away,W,3,2,Frosinone,2.9,2.1,57,15780,Ciro Immobile,4-3-3,Antonio Rapuano,Match Report,0
