D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-13,21:30,La Liga,Matchweek 1,Sun,Away,D,0,0,Getafe,1.4,0.6,74,13410,Marc-André ter Stegen,4-2-3-1,César Soto,Match Report,0
2023-08-20,19:30,La Liga,Matchweek 2,Sun,Home,W,2,0,Cádiz,3.4,1.1,74,39603,Marc-André ter Stegen,3-4-3,Alejandro Muñíz,Match Report,0
2023-08-27,17:30,La Liga,Matchweek 3,Sun,Away,W,4,3,Villarreal,3.1,1.9,60,21679,Sergi Roberto,4-3-3,Alejandro Hernández,Match Report,0
2023-09-03,21:00,La Liga,Matchweek 4,Sun,Away,W,2,1,Osasuna,2.0,0.8,69,21966,Sergi Roberto,4-3-3,Miguel Ángel Ortiz Arias,Match Report,0
2023-09-16,21:00,La Liga,Matchweek 5,Sat,Home,W,5,0,Betis,2.4,0.8,65,45055,Marc-André ter Stegen,4-3-3,José Sánchez,Match Report,0
2023-09-19,21:00,Champions Lg,Group stage,Tue,Home,W,5,0,be Antwerp,2.8,0.3,70,40989,Marc-André ter Stegen,4-3-3,Radu Petrescu,Match Report,0
2023-09-23,18:30,La Liga,Matchweek 6,Sat,Home,W,3,2,Celta Vigo,1.6,1.5,74,43272,Marc-André ter Stegen,4-3-3,Mario Melero,Match Report,0
2023-09-26,21:30,La Liga,Matchweek 7,Tue,Away,D,2,2,Mallorca,1.9,0.8,69,19939,Marc-André ter Stegen,4-3-3,Alejandro Muñíz,Match Report,0
2023-09-29,21:00,La Liga,Matchweek 8,Fri,Home,W,1,0,Sevilla,2.4,1.1,58,41116,Marc-André ter Stegen,4-3-3,Miguel Ángel Ortiz Arias,Match Report,0
2023-10-04,20:00,Champions Lg,Group stage,Wed,Away,W,1,0,pt Porto,1.3,0.7,56,49722,Marc-André ter Stegen,4-3-3,Anthony Taylor,Match Report,0
2023-10-08,21:00,La Liga,Matchweek 9,Sun,Away,D,2,2,Granada,3.0,0.8,80,20354,Marc-André ter Stegen,4-3-3,César Soto,Match Report,0
2023-10-22,21:00,La Liga,Matchweek 10,Sun,Home,W,1,0,Athletic Club,1.3,0.4,62,38194,Marc-André ter Stegen,4-3-3,Juan Martínez,Match Report,0
2023-10-25,18:45,Champions Lg,Group stage,Wed,Home,W,2,1,ua Shakhtar,2.6,0.9,54,41409,Marc-André ter Stegen,4-3-3,Ivan Kružliak,Match Report,0
