D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-20,18:30,Serie A,Matchweek 1,Sun,Away,W,2,0,Sassuolo,1.3,0.4,51,12298,Marten de Roon,3-5-2,Matteo Marchetti,Match Report,0
2023-08-26,18:30,Serie A,Matchweek 2,Sat,Away,L,1,2,Frosinone,1.6,0.7,63,13426,Marten de Roon,3-4-1-2,Juan Sacchi,Match Report,0
2023-09-02,20:45,Serie A,Matchweek 3,Sat,Home,W,3,0,Monza,1.3,0.4,41,14985,Marten de Roon,3-4-1-2,Matteo Marcenaro,Match Report,0
2023-09-17,18:00,Serie A,Matchweek 4,Sun,Away,L,2,3,Fiorentina,0.7,1.1,43,32100,Rafael Tolói,3-4-1-2,Luca Pairetto,Match Report,0
2023-09-21,21:00,Europa Lg,Group stage,Thu,Home,W,2,0,pl RKS Raków,3.9,0.8,59,13698,Rafael Tolói,3-4-3,Roi Reinshreiber,Match Report,0
2023-09-24,15:00,Serie A,Matchweek 5,Sun,Home,W,2,0,Cagliari,1.7,0.8,56,14739,Marten de Roon,3-4-3,Ermanno Feliciani,Match Report,0
2023-09-27,18:30,Serie A,Matchweek 6,Wed,Away,W,1,0,Hellas Verona,1.2,0.5,49,15936,Rafael Tolói,3-4-3,Federico Dionisi,Match Report,0
2023-10-01,18:00,Serie A,Matchweek 7,Sun,Home,D,0,0,Juventus,1.2,0.2,52,14811,Rafael Tolói,3-4-3,Daniele Chiffi,Match Report,0
2023-10-05,17:45,Europa Lg,Group stage,Thu,Away,W,2,1,pt Sporting CP,2.1,2.0,51,42301,Marten de Roon,3-4-1-2,Alejandro Hernández,Match Report,0
2023-10-08,15:00,Serie A,Matchweek 8,Sun,Away,L,2,3,Lazio,1.0,1.6,54,41000,Marten de Roon,3-4-1-2,Daniele Orsato,Match Report,0
2023-10-22,18:00,Serie A,Matchweek 9,Sun,Home,W,2,0,Genoa,1.2,1.0,56,14848,Rafael Tolói,3-4-3,Livio Marinelli,Match Report,0
2023-10-26,18:45,Europa Lg,Group stage,Thu,Away,D,2,2,at Sturm Graz,1.7,1.6,67,14167,Rafael Tolói,3-4-1-2,Duje Strukan,Match Report,0
2023-10-30,18:30,Serie A,Matchweek 10,Mon,Away,W,3,0,Empoli,1.6,0.3,56,7825,Berat Djimsiti,3-4-1-2,Luca Massimi,Match Report,0
2023-11-04,18:00,Serie A,Matchweek 11,Sat,Home,L,1,2,Inter,1.0,1.3,54,14945,Marten de Roon,3-4-1-2,Simone Sozza,Match Report,0
