D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-11,22:00,La Liga,Matchweek 1,Fri,Away,W,2,1,Sevilla,1.1,0.7,45,34184,José Luis Gayà,4-4-2,José Sánchez,Match Report,0
2023-08-18,21:30,La Liga,Matchweek 2,Fri,Home,W,1,0,Las Palmas,1.5,0.5,39,41053,José Luis Gayà,4-4-2,Javier Villanueva,Match Report,0
2023-08-27,19:30,La Liga,Matchweek 3,Sun,Home,L,1,2,Osasuna,1.7,1.2,64,42474,José Luis Gayà,4-4-2,Juan Pulido,Match Report,0
2023-09-02,18:30,La Liga,Matchweek 4,Sat,Away,L,0,1,Alavés,0.8,1.3,60,16641,José Luis Gayà,4-4-2,Pablo González,Match Report,0
2023-09-16,16:15,La Liga,Matchweek 5,Sat,Home,W,3,0,Atlético Madrid,1.3,0.6,37,45363,José Luis Gayà,4-2-3-1,Jesús Gil,Match Report,0
2023-09-23,21:00,La Liga,Matchweek 6,Sat,Away,D,2,2,Almería,0.8,2.6,39,14266,José Luis Gayà,4-2-3-1,Mateo Busquets,Match Report,0
2023-09-27,21:30,La Liga,Matchweek 7,Wed,Home,L,0,1,Real Sociedad,0.4,0.2,38,44200,José Luis Gayà,4-2-3-1,Alejandro Hernández,Match Report,0
2023-10-01,21:00,La Liga,Matchweek 8,Sun,Away,L,0,3,Betis,0.7,1.6,45,50163,Gabriel Paulista,4-2-3-1,Ricardo de Burgos,Match Report,0
2023-10-07,18:30,La Liga,Matchweek 9,Sat,Away,D,1,1,Mallorca,0.5,0.6,51,17659,Gabriel Paulista,4-4-2,Francisco Hernández,Match Report,0
2023-10-23,21:00,La Liga,Matchweek 10,Mon,Home,W,2,0,Cádiz,1.5,0.6,61,41647,José Luis Gayà,4-2-3-1,Pablo González,Match Report,0
2023-10-29,18:30,La Liga,Matchweek 11,Sun,Away,D,2,2,Athletic Club,1.9,1.9,43,46563,José Luis Gayà,4-4-2,Jorge Figueroa,Match Report,0
2023-11-02,20:00,Copa del Rey,First round,Thu,Away,W,2,0,UD Logroñés,0.0,0.0,52,8010,Jaume Doménech,4-3-3,Javier Villanueva,Match Report,0
