D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-12,15:00,Premier League,Matchweek 1,Sat,Home,L,0,1,Crystal Palace,0.5,1.9,32,31194,John Egan,3-4-3,John Brooks,Match Report,0
2023-08-18,19:45,Premier League,Matchweek 2,Fri,Away,L,1,2,Nott'ham Forest,0.5,1.4,50,29432,John Egan,3-4-3,Peter Bankes,Match Report,0
2023-08-27,14:00,Premier League,Matchweek 3,Sun,Home,L,1,2,Manchester City,0.7,3.5,21,31336,John Egan,3-5-2,Jarred Gillett,Match Report,0
2023-08-30,19:45,EFL Cup,Second round,Wed,Home,D,0 (2),0 (3),Lincoln City,0.0,0.0,72,11040,John Egan,3-5-2,Paul Tierney,Match Report,Lincoln City won on penalty kicks following normal time
2023-09-02,12:30,Premier League,Matchweek 4,Sat,Home,D,2,2,Everton,1.2,2.5,46,31124,John Egan,3-5-2,Andy Madley,Match Report,0
2023-09-16,15:00,Premier League,Matchweek 5,Sat,Away,L,1,2,Tottenham,0.7,2.1,30,61706,Chris Basham,3-5-2,Peter Bankes,Match Report,0
2023-09-24,16:30,Premier League,Matchweek 6,Sun,Home,L,0,8,Newcastle Utd,0.9,3.9,42,31127,John Egan,3-4-3,Stuart Attwell,Match Report,0
2023-09-30,15:00,Premier League,Matchweek 7,Sat,Away,L,0,2,West Ham,1.1,2.1,48,62459,John Egan,3-5-2,Graham Scott,Match Report,0
2023-10-07,15:00,Premier League,Matchweek 8,Sat,Away,L,1,3,Fulham,0.6,2.2,40,24361,Chris Basham,3-5-2,Samuel Barrott,Match Report,0
2023-10-21,20:00,Premier League,Matchweek 9,Sat,Home,L,1,2,Manchester Utd,1.4,1.1,38,31543,Oliver Norwood,4-4-2,Michael Oliver,Match Report,0
2023-10-28,15:00,Premier League,Matchweek 10,Sat,Away,L,0,5,Arsenal,0.0,2.8,33,60153,Oliver Norwood,4-4-2,Tim Robinson,Match Report,0
2023-11-04,15:00,Premier League,Matchweek 11,Sat,Home,W,2,1,Wolves,1.0,1.2,39,29454,Oliver Norwood,3-4-1-2,Robert Jones,Match Report,0
2023-11-12,14:00,Premier League,Matchweek 12,Sun,Away,D,1,1,Brighton,1.1,1.5,39,31367,Oliver Norwood,3-4-3,John Brooks,Match Report,0
2023-11-25,15:00,Premier League,Matchweek 13,Sat,Home,L,1,3,Bournemouth,0.8,2.9,46,30208,Oliver Norwood,3-4-3,Andy Madley,Match Report,0
2023-12-02,15:00,Premier League,Matchweek 14,Sat,Away,L,0,5,Burnley,0.4,1.8,37,21478,Oliver Norwood,3-4-3,Chris Kavanagh,Match Report,0
2023-12-06,19:30,Premier League,Matchweek 15,Wed,Home,L,0,2,Liverpool,1.0,1.7,25,31406,Anel Ahmedhodžić,3-4-3,Simon Hooper,Match Report,0
2023-12-09,15:00,Premier League,Matchweek 16,Sat,Home,W,1,0,Brentford,0.8,0.6,41,28509,Anel Ahmedhodžić,4-1-4-1,Stuart Attwell,Match Report,0
2023-12-16,15:00,Premier League,Matchweek 17,Sat,Away,L,0,2,Chelsea,0.4,3.1,22,39599,Anel Ahmedhodžić,4-1-4-1,Andy Madley,Match Report,0
2023-12-22,20:00,Premier League,Matchweek 18,Fri,Away,D,1,1,Aston Villa,0.6,0.9,23,41651,Jack Robinson,3-4-3,Anthony Taylor,Match Report,0
2023-12-26,15:00,Premier League,Matchweek 19,Tue,Home,L,2,3,Luton Town,2.4,0.6,51,31041,Anel Ahmedhodžić,4-4-2,Samuel Allison,Match Report,0
2023-12-30,15:00,Premier League,Matchweek 20,Sat,Away,L,0,2,Manchester City,0.3,2.2,20,53108,Jack Robinson,3-4-3,David Coote,Match Report,0
2024-01-06,15:00,FA Cup,Third round proper,Sat,Away,W,4,0,Gillingham,0.0,0.0,69,8809,Jack Robinson,4-5-1,Darren Bond,Match Report,0
2024-01-21,14:00,Premier League,Matchweek 21,Sun,Home,D,2,2,West Ham,2.5,2.3,57,29164,Anel Ahmedhodžić,4-1-4-1,Michael Salisbury,Match Report,0
2024-01-27,15:00,FA Cup,Fourth round proper,Sat,Home,L,2,5,Brighton,0.0,0.0,31,18391,Anel Ahmedhodžić,4-4-2,Sunny Gill,Match Report,0
2024-01-30,20:00,Premier League,Matchweek 22,Tue,Away,L,2,3,Crystal Palace,0.8,1.1,47,24781,Anel Ahmedhodžić,4-1-4-1,Tony Harrington,Match Report,0
2024-02-03,17:30,Premier League,Matchweek 23,Sat,Home,L,0,5,Aston Villa,1.4,2.2,37,30187,Anel Ahmedhodžić,5-4-1,Paul Tierney,Match Report,0
2024-02-10,15:00,Premier League,Matchweek 24,Sat,Away,W,3,1,Luton Town,1.7,1.8,26,11138,Anel Ahmedhodžić,5-4-1,Chris Kavanagh,Match Report,0
2024-02-18,14:00,Premier League,Matchweek 25,Sun,Home,L,0,5,Brighton,0.6,2.9,21,29522,Anel Ahmedhodžić,3-5-1-1,Stuart Attwell,Match Report,0
2024-02-25,13:30,Premier League,Matchweek 26,Sun,Away,L,0,1,Wolves,0.6,1.3,37,30789,Anel Ahmedhodžić,3-5-2,Darren Bond,Match Report,0
2024-03-04,20:00,Premier League,Matchweek 27,Mon,Home,L,0,6,Arsenal,0.2,2.3,20,29157,Anel Ahmedhodžić,4-5-1,Samuel Barrott,Match Report,0
2024-03-09,15:00,Premier League,Matchweek 28,Sat,Away,D,2,2,Bournemouth,1.2,3.3,31,11074,Jack Robinson,3-5-2,Anthony Taylor,Match Report,0
2024-03-30,15:00,Premier League,Matchweek 30,Sat,Home,D,3,3,Fulham,1.9,1.3,27,30010,Jack Robinson,3-5-2,Tim Robinson,Match Report,0
2024-04-04,19:30,Premier League,Matchweek 31,Thu,Away,L,1,3,Liverpool,0.6,1.8,18,60055,Jack Robinson,3-5-2,Stuart Attwell,Match Report,0
2024-04-07,17:30,Premier League,Matchweek 32,Sun,Home,D,2,2,Chelsea,1.4,0.3,32,28638,Jack Robinson,3-5-2,Robert Jones,Match Report,0
2024-04-13,15:00,Premier League,Matchweek 33,Sat,Away,L,0,2,Brentford,0.8,1.0,47,17115,Oliver McBurnie,3-5-2,Samuel Barrott,Match Report,0
2024-04-20,15:00,Premier League,Matchweek 34,Sat,Home,L,1,4,Burnley,2.4,2.2,49,28964,Oliver McBurnie,4-2-3-1,Andy Madley,Match Report,0
2024-04-24,20:00,Premier League,Matchweek 29,Wed,Away,L,2,4,Manchester Utd,0.8,2.9,29,73549,Oliver Arblaster,3-5-2,Michael Salisbury,Match Report,0
2024-04-27,15:00,Premier League,Matchweek 35,Sat,Away,L,1,5,Newcastle Utd,1.5,3.1,40,52196,Oliver Arblaster,3-5-2,Tony Harrington,Match Report,0
2024-05-04,15:00,Premier League,Matchweek 36,Sat,Home,L,1,3,Nott'ham Forest,2.2,1.5,54,28516,Jack Robinson,3-5-2,Chris Kavanagh,Match Report,0
2024-05-11,15:00,Premier League,Matchweek 37,Sat,Away,L,0,1,Everton,0.6,2.3,42,39221,Jack Robinson,3-5-2,Stuart Attwell,Match Report,0
