D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-12,17:30,Premier League,Matchweek 1,Sat,Away,L,1,5,Newcastle Utd,1.8,3.3,48.0,52207,John McGinn,4-2-3-1,Andy Madley,Match Report,0
2023-08-20,14:00,Premier League,Matchweek 2,Sun,Home,W,4,0,Everton,2.9,0.6,60.0,41694,John McGinn,4-2-3-1,Anthony Taylor,Match Report,0
2023-08-23,17:45,Conf Lg,Play-off round,Wed,Away,W,5,0,sct Hibernian,0.0,0.0,0.0,19306,John McGinn,4-1-4-1,Ricardo de Burgos,Match Report,Leg 1 of 2
2023-08-27,14:00,Premier League,Matchweek 3,Sun,Away,W,3,1,Burnley,2.5,0.7,43.0,21591,John McGinn,3-4-3,Michael Salisbury,Match Report,0
2023-08-31,20:00,Conf Lg,Play-off round,Thu,Home,W,3,0,sct Hibernian,0.0,0.0,0.0,39467,Douglas Luiz,4-4-2,Luca Pairetto,Match Report,Leg 2 of 2; Aston Villa won
2023-09-03,14:00,Premier League,Matchweek 4,Sun,Away,L,0,3,Liverpool,0.7,2.5,37.0,50109,John McGinn,4-4-2,Simon Hooper,Match Report,0
2023-09-16,15:00,Premier League,Matchweek 5,Sat,Home,W,3,1,Crystal Palace,3.0,1.2,66.0,40809,John McGinn,4-2-3-1,Darren England,Match Report,0
2023-09-21,18:45,Conf Lg,Group stage,Thu,Away,L,2,3,pl Legia Warsaw,1.5,1.7,60.0,27801,John McGinn,4-2-3-1,Evangelos Manouhos,Match Report,0
2023-09-24,14:00,Premier League,Matchweek 6,Sun,Away,W,1,0,Chelsea,1.0,1.3,47.0,39700,John McGinn,4-2-3-1,Jarred Gillett,Match Report,0
2023-09-27,19:45,EFL Cup,Third round,Wed,Home,L,1,2,Everton,0.0,0.0,68.0,23851,John McGinn,4-2-3-1,Tony Harrington,Match Report,0
2023-09-30,12:30,Premier League,Matchweek 7,Sat,Home,W,6,1,Brighton,1.6,1.7,39.0,40636,John McGinn,4-2-3-1,Andy Madley,Match Report,0
2023-10-05,20:00,Conf Lg,Group stage,Thu,Home,W,1,0,ba Zrinjski Mostar,1.7,0.5,74.0,37327,John McGinn,4-4-2,Urs Schnyder,Match Report,0
2023-10-08,14:00,Premier League,Matchweek 8,Sun,Away,D,1,1,Wolves,1.6,1.7,53.0,31425,John McGinn,4-4-2,Robert Jones,Match Report,0
2023-10-22,16:30,Premier League,Matchweek 9,Sun,Home,W,4,1,West Ham,1.9,1.1,58.0,41734,John McGinn,4-4-2,David Coote,Match Report,0
2023-10-26,18:45,Conf Lg,Group stage,Thu,Away,W,4,1,nl AZ Alkmaar,1.2,0.5,52.0,16633,John McGinn,4-4-2,Sven Jablonski,Match Report,0
2023-10-29,14:00,Premier League,Matchweek 10,Sun,Home,W,3,1,Luton Town,2.3,0.5,70.0,41785,John McGinn,4-4-2,John Brooks,Match Report,0
