D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-13,19:30,La Liga,Matchweek 1,Sun,Away,W,2,1,Villarreal,1.1,0.9,37,17825,Germán Pezzella,4-2-3-1,Miguel Ángel Ortiz Arias,Match Report,0
2023-08-20,21:30,La Liga,Matchweek 2,Sun,Home,D,0,0,Atlético Madrid,0.7,0.5,53,51782,Germán Pezzella,4-2-3-1,Ricardo de Burgos,Match Report,0
2023-08-27,21:30,La Liga,Matchweek 3,Sun,Away,L,2,4,Athletic Club,0.4,2.9,52,44340,Germán Pezzella,4-2-3-1,César Soto,Match Report,0
2023-09-02,21:00,La Liga,Matchweek 4,Sat,Home,W,1,0,Rayo Vallecano,1.0,1.5,55,50619,Germán Pezzella,4-2-3-1,Alejandro Muñíz,Match Report,0
2023-09-16,21:00,La Liga,Matchweek 5,Sat,Away,L,0,5,Barcelona,0.8,2.4,35,45055,Marc Bartra,4-2-3-1,José Sánchez,Match Report,0
2023-09-21,20:00,Europa Lg,Group stage,Thu,Away,L,0,1,sct Rangers,0.8,2.0,53,45634,Germán Pezzella,4-2-3-1,Lawrence Visser,Match Report,0
2023-09-24,18:30,La Liga,Matchweek 6,Sun,Home,D,1,1,Cádiz,1.8,0.2,63,56087,Germán Pezzella,4-2-3-1,Miguel Ángel Ortiz Arias,Match Report,0
2023-09-28,19:00,La Liga,Matchweek 7,Thu,Away,D,1,1,Granada,0.9,1.8,61,18936,Andrés Guardado,4-2-3-1,Víctor García,Match Report,0
2023-10-01,21:00,La Liga,Matchweek 8,Sun,Home,W,3,0,Valencia,1.6,0.7,55,50163,Germán Pezzella,4-2-3-1,Ricardo de Burgos,Match Report,0
2023-10-05,18:45,Europa Lg,Group stage,Thu,Home,W,2,1,cz Sparta Prague,1.5,1.3,46,45037,Germán Pezzella,4-2-3-1,Duje Strukan,Match Report,0
2023-10-08,18:30,La Liga,Matchweek 9,Sun,Away,D,1,1,Alavés,0.9,1.3,60,18288,Germán Pezzella,4-2-3-1,Alejandro Hernández,Match Report,0
2023-10-21,16:15,La Liga,Matchweek 10,Sat,Away,D,1,1,Getafe,1.1,1.5,55,13926,Andrés Guardado,4-2-3-1,César Soto,Match Report,0
2023-10-26,19:45,Europa Lg,Group stage,Thu,Away,W,1,0,cy Aris Limassol FC,2.1,0.5,59,3945,Germán Pezzella,4-2-3-1,Filip Glova,Match Report,0
2023-10-29,14:00,La Liga,Matchweek 11,Sun,Home,W,2,1,Osasuna,1.2,0.4,51,49123,Germán Pezzella,4-2-3-1,José Sánchez,Match Report,0
2023-11-01,20:30,Copa del Rey,First round,Wed,Away,W,12,1,Hernán Cortés,0.0,0.0,71,11580,Andrés Guardado,0,Isidro Díaz de Mera,Match Report,0
2023-11-04,16:15,La Liga,Matchweek 12,Sat,Home,W,2,0,Mallorca,2.2,0.6,57,50909,Germán Pezzella,4-2-3-1,Miguel Ángel Ortiz Arias,Match Report,0
2023-11-09,21:00,Europa Lg,Group stage,Thu,Home,W,4,1,cy Aris Limassol FC,2.2,0.9,55,41768,Andrés Guardado,4-2-3-1,Mohammed Al Hakim,Match Report,0
2023-11-12,18:30,La Liga,Matchweek 13,Sun,Away,D,1,1,Sevilla,1.8,0.7,39,42222,Germán Pezzella,4-2-3-1,Jesús Gil,Match Report,0
2023-11-26,21:00,La Liga,Matchweek 14,Sun,Home,W,1,0,Las Palmas,1.4,0.6,39,48132,Germán Pezzella,4-2-3-1,Víctor García,Match Report,0
2023-11-30,18:45,Europa Lg,Group stage,Thu,Away,L,0,1,cz Sparta Prague,0.8,0.6,57,18095,Andrés Guardado,4-2-3-1,Nikola Dabanović,Match Report,0
2023-12-03,16:15,La Liga,Matchweek 15,Sun,Away,D,0,0,Almería,0.5,2.4,38,14253,Germán Pezzella,4-4-1-1,Alejandro Muñíz,Match Report,0
2023-12-06,19:00,Copa del Rey,Second round,Wed,Away,W,2,1,Villanovense,0.0,0.0,75,8000,Andrés Guardado,4-2-3-1,Alberola Rojas,Match Report,0
2023-12-09,16:15,La Liga,Matchweek 16,Sat,Home,D,1,1,Real Madrid,1.3,1.0,37,52756,Germán Pezzella,4-2-3-1,César Soto,Match Report,0
2023-12-14,21:00,Europa Lg,Group stage,Thu,Home,L,2,3,sct Rangers,1.6,1.4,64,48380,Andrés Guardado,4-2-3-1,Srđan Jovanović,Match Report,0
2023-12-17,16:15,La Liga,Matchweek 17,Sun,Away,D,0,0,Real Sociedad,1.1,1.1,43,33172,Germán Pezzella,4-2-3-1,Mateo Busquets,Match Report,0
2023-12-21,19:00,La Liga,Matchweek 18,Thu,Home,D,1,1,Girona,1.5,1.7,47,51394,Andrés Guardado,4-2-3-1,Ricardo de Burgos,Match Report,0
2024-01-03,19:15,La Liga,Matchweek 19,Wed,Away,L,1,2,Celta Vigo,1.4,2.7,60,21105,Germán Pezzella,4-2-3-1,Miguel Ángel Ortiz Arias,Match Report,0
2024-01-06,20:00,Copa del Rey,Round of 32,Sat,Away,L,0,1,Alavés,0.0,0.0,61,13567,Germán Pezzella,4-2-3-1,Javier Villanueva,Match Report,0
2024-01-13,21:00,La Liga,Matchweek 20,Sat,Home,W,1,0,Granada,1.8,0.5,57,50197,Andrés Guardado,4-2-3-1,Guillermo Cuadra,Match Report,0
2024-01-21,18:30,La Liga,Matchweek 21,Sun,Home,L,2,4,Barcelona,1.1,3.0,37,53288,Germán Pezzella,4-2-3-1,Jesús Gil,Match Report,0
2024-01-27,21:00,La Liga,Matchweek 22,Sat,Away,W,1,0,Mallorca,0.4,1.5,47,20051,Nabil Fekir,4-2-3-1,Javier Villanueva,Match Report,0
2024-02-04,18:30,La Liga,Matchweek 23,Sun,Home,D,1,1,Getafe,1.6,1.5,54,53336,Nabil Fekir,4-2-3-1,Juan Pulido,Match Report,0
2024-02-09,21:00,La Liga,Matchweek 24,Fri,Away,W,2,0,Cádiz,1.0,0.8,47,15346,Nabil Fekir,4-2-3-1,Ricardo de Burgos,Match Report,0
2024-02-15,21:00,Conf Lg,Knockout round play-offs,Thu,Home,L,0,1,hr Dinamo Zagreb,0.9,0.9,60,25091,Germán Pezzella,4-2-3-1,Mykola Balakin,Match Report,Leg 1 of 2
2024-02-18,21:00,La Liga,Matchweek 25,Sun,Home,D,0,0,Alavés,0.8,0.5,62,43514,Nabil Fekir,4-2-3-1,Mateo Busquets,Match Report,0
2024-02-22,18:45,Conf Lg,Knockout round play-offs,Thu,Away,D,1,1,hr Dinamo Zagreb,0.8,1.5,62,18002,Nabil Fekir,4-2-3-1,Urs Schnyder,Match Report,Leg 2 of 2; Dinamo Zagreb won
2024-02-25,16:15,La Liga,Matchweek 26,Sun,Home,W,3,1,Athletic Club,1.2,0.2,57,53537,Nabil Fekir,4-2-3-1,Guillermo Cuadra,Match Report,0
2024-03-03,16:15,La Liga,Matchweek 27,Sun,Away,L,1,2,Atlético Madrid,0.6,3.0,58,61901,Germán Pezzella,4-2-3-1,César Soto,Match Report,0
2024-03-10,21:00,La Liga,Matchweek 28,Sun,Home,L,2,3,Villarreal,1.0,1.4,54,47711,Nabil Fekir,4-2-3-1,Alejandro Hernández,Match Report,0
2024-03-17,18:30,La Liga,Matchweek 29,Sun,Away,L,0,2,Rayo Vallecano,0.8,0.7,61,13264,Nabil Fekir,4-2-3-1,Juan Pulido,Match Report,0
2024-03-31,16:15,La Liga,Matchweek 30,Sun,Away,L,2,3,Girona,0.5,2.6,43,12774,Nabil Fekir,4-1-4-1,Jesús Gil,Match Report,0
2024-04-12,21:00,La Liga,Matchweek 31,Fri,Home,W,2,1,Celta Vigo,1.2,1.6,47,48938,Germán Pezzella,4-2-3-1,Juan Martínez,Match Report,0
2024-04-20,18:30,La Liga,Matchweek 32,Sat,Away,W,2,1,Valencia,1.3,1.1,46,46371,Germán Pezzella,4-2-3-1,Mateo Busquets,Match Report,0
2024-04-28,21:00,La Liga,Matchweek 33,Sun,Home,D,1,1,Sevilla,1.8,1.4,50,55770,Germán Pezzella,4-2-3-1,José Sánchez,Match Report,0
2024-05-05,14:00,La Liga,Matchweek 34,Sun,Away,W,2,0,Osasuna,1.1,0.8,58,18300,Nabil Fekir,4-2-3-1,Víctor García,Match Report,0
2024-05-12,21:00,La Liga,Matchweek 35,Sun,Home,W,3,2,Almería,0.8,1.2,48,48622,Guido Rodríguez,4-2-3-1,Alejandro Muñíz,Match Report,0
2024-05-16,18:30,La Liga,Matchweek 36,Thu,Away,D,2,2,Las Palmas,1.3,2.3,43,22606,Guido Rodríguez,4-2-3-1,Javier Villanueva,Match Report,0
2024-05-19,19:00,La Liga,Matchweek 37,Sun,Home,L,0,2,Real Sociedad,1.7,0.4,67,58036,Nabil Fekir,4-2-3-1,Juan Martínez,Match Report,0
