D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-13,18:00,Coppa Italia,First round,Sun,Away,W,5,2,Cosenza,0.0,0.0,63,8800.0,Andrea Consigli,4-2-3-1,Giuseppe Collu,Match Report,Required Extra Time
2023-08-20,18:30,Serie A,Matchweek 1,Sun,Home,L,0,2,Atalanta,0.4,1.3,49,12298.0,Andrea Consigli,4-2-3-1,Matteo Marchetti,Match Report,0
2023-08-27,20:45,Serie A,Matchweek 2,Sun,Away,L,0,2,Napoli,0.2,3.5,33,46925.0,Andrea Consigli,4-3-3,Antonio Giua,Match Report,0
2023-09-01,18:30,Serie A,Matchweek 3,Fri,Home,W,3,1,Hellas Verona,1.7,0.6,47,10356.0,Andrea Consigli,4-3-3,Marco Piccinini,Match Report,0
2023-09-17,15:00,Serie A,Matchweek 4,Sun,Away,L,2,4,Frosinone,1.3,2.8,45,13133.0,Martin Erlic,4-4-2,Alessandro Prontera,Match Report,0
2023-09-23,18:00,Serie A,Matchweek 5,Sat,Home,W,4,2,Juventus,1.6,1.2,43,20141.0,Martin Erlic,4-2-3-1,Andrea Colombo,Match Report,0
2023-09-27,20:45,Serie A,Matchweek 6,Wed,Away,W,2,1,Inter,1.0,0.9,37,70864.0,Andrea Consigli,4-2-3-1,Luca Massimi,Match Report,0
2023-10-02,18:30,Serie A,Matchweek 7,Mon,Home,L,0,1,Monza,1.4,1.5,44,10165.0,Andrea Consigli,4-2-3-1,Luca Zufferli,Match Report,0
2023-10-06,20:45,Serie A,Matchweek 8,Fri,Away,D,1,1,Lecce,1.5,1.7,57,26160.0,Gian Marco Ferrari,4-2-3-1,Juan Sacchi,Match Report,0
2023-10-21,20:45,Serie A,Matchweek 9,Sat,Home,L,0,2,Lazio,0.5,2.3,51,15597.0,Gian Marco Ferrari,4-2-3-1,Marco Di Bello,Match Report,0
2023-10-28,15:00,Serie A,Matchweek 10,Sat,Home,D,1,1,Bologna,0.9,1.0,41,16931.0,Gian Marco Ferrari,4-2-3-1,Antonio Giua,Match Report,0
2023-11-02,18:00,Coppa Italia,Second round,Thu,Home,D,0 (5),0 (4),Spezia,0.0,0.0,60,2013.0,Grégoire Defrel,4-3-3,Luca Zufferli,Match Report,Sassuolo won on penalty kicks following extra time
2023-11-06,20:45,Serie A,Matchweek 11,Mon,Away,L,1,2,Torino,0.5,3.5,46,18000.0,Martin Erlic,4-2-3-1,Maria Sole Ferrieri Caputi,Match Report,0
2023-11-10,18:30,Serie A,Matchweek 12,Fri,Home,D,2,2,Salernitana,2.9,0.8,63,10945.0,Gian Marco Ferrari,4-2-3-1,Davide Ghersini,Match Report,0
2023-11-26,15:00,Serie A,Matchweek 13,Sun,Away,W,4,3,Empoli,2.3,1.4,51,9954.0,Martin Erlic,4-2-3-1,Simone Sozza,Match Report,0
2023-12-03,18:00,Serie A,Matchweek 14,Sun,Home,L,1,2,Roma,0.8,2.3,34,19113.0,Andrea Consigli,4-2-3-1,Matteo Marcenaro,Match Report,0
2023-12-11,20:45,Serie A,Matchweek 15,Mon,Away,L,1,2,Cagliari,0.8,1.1,40,15769.0,Andrea Consigli,4-2-3-1,Maurizio Mariani,Match Report,0
2023-12-17,15:00,Serie A,Matchweek 16,Sun,Away,D,2,2,Udinese,3.0,0.8,67,20490.0,Gian Marco Ferrari,4-2-3-1,Gianluca Manganiello,Match Report,0
2023-12-22,18:30,Serie A,Matchweek 17,Fri,Home,L,1,2,Genoa,1.4,1.6,43,11745.0,Gian Marco Ferrari,4-2-3-1,Marco Guida,Match Report,0
2023-12-30,18:00,Serie A,Matchweek 18,Sat,Away,L,0,1,Milan,0.5,1.5,42,70385.0,Gian Marco Ferrari,4-2-3-1,Livio Marinelli,Match Report,0
2024-01-03,18:00,Coppa Italia,Round of 16,Wed,Away,L,1,3,Atalanta,0.0,0.0,42,13509.0,Gian Marco Ferrari,3-5-2,Alberto Santoro,Match Report,0
